job_title,job_url,salary,company_name,company_sector,company_logo_url,location,contract_type,remote,publication_date
Senior Data Engineer,https://www.welcometothejungle.com/fr/companies/lenstra/jobs/data-engineer-lead-data-platforms_paris?q=63f725260f0b5664263b6c6b8862ee38&o=4172ba25-0ee6-4a14-9c05-c16d71a56c2a,Salaire : 65K à 75K €,Lenstra,"Logiciels, Intelligence artificielle / Machine Learning, SaaS / Cloud Services",https://cdn-images.welcometothejungle.com/F782AilVlWZLCvu9DwJD-dMbjayOLliM12QnhncLF_U/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby81NTE2LzE2ODYzMS9kNzBhZDM0Yi1iOWM5LTRkOWItYjdlYS1kNDJiZTY5ZDlkMmIucG5n,Paris,CDI,Télétravail fréquent,2024-06-18T11:38:41Z
Senior Data Engineer,https://www.welcometothejungle.com/fr/companies/algolia/jobs/senior-data-engineer_paris?q=63f725260f0b5664263b6c6b8862ee38&o=976aa1cf-c039-4c6c-b372-cf8ee8d7ecff,Salaire : Non spécifié,Algolia,"Logiciels, IT / Digital, SaaS / Cloud Services",https://cdn-images.welcometothejungle.com/f1sUD99Z3EGCecnTKghMhIYMJEeHMTGlY3rvN8V78kI/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby8yMTkyLzE0NDQ5Mi8xZTkwMjM0MS1iODIxLTQ0MDAtYWUwOS0wYmMzMTM0MjQyOWIucG5n,Paris,CDI,Télétravail non autorisé,2024-06-18T01:51:33Z
Senior Data Engineer (H/F),https://www.welcometothejungle.com/fr/companies/believe-digital/jobs/senior-data-engineer-h-f_paris_BELIE_z1gqKz8?q=63f725260f0b5664263b6c6b8862ee38&o=876c2b2b-e146-477c-b096-8abeb8a5509b,Salaire : Non spécifié,Believe,Musique,https://cdn-images.welcometothejungle.com/Zn4aEaSwfOUTTPfodvy4GxFLoTtqFQyvu7NiCzxKjJQ/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby85NjU5LzE1Mjg3Ny9iNGMwMWIzMS00YjhmLTRkMjYtOTIxNS0yNzhjMjc5NmZkZjEuanBn,Paris,CDI,Télétravail fréquent,2024-05-16T02:24:08Z
Consultant Senior Data Engineer H/F - CDI,https://www.welcometothejungle.com/fr/companies/converteo/jobs/consultant-senior-data-engineer-h-f-cdi_paris?q=63f725260f0b5664263b6c6b8862ee38&o=e352cb69-cc49-40d4-80b4-623ec56417d5,Salaire : Non spécifié,Converteo,"Digital Marketing / Data Marketing, IT / Digital, Stratégie",https://cdn-images.welcometothejungle.com/emzrin2C6rXqqdyKIlLwZ_6-N4JX19GvEm0aJcIIUTo/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby85NjE4LzE0NDg4Ny80N2YxYmI5Zi1jZGMwLTQ0OTMtYjUxZS05NGM5OTIxZTQ2OTAucG5n,Paris,CDI,Télétravail occasionnel,2024-05-13T06:52:16Z
Senior Data Engineer (F/H/X),https://www.welcometothejungle.com/fr/companies/publicis-france-1/jobs/senior-data-engineer-f-h-x_paris?q=63f725260f0b5664263b6c6b8862ee38&o=c8305d2e-5479-4e93-8443-ffb7f8349a6b,Salaire : Non spécifié,Publicis France,"Marketing / Communication, Publicité, Digital, Relations publiques, AdTech  / MarTech, Evénementiel, Design",https://cdn-images.welcometothejungle.com/vRb_AI9u06mkYOo3Psj6JDFip0cRymrFdVcCcU0o0U4/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby85MDgwLzE2NzAyNC82YjBkZDYzYy04MGNkLTQ4MTQtODdmNC05NTM1NjY0OTU4NTAucG5n,Paris,CDI,Télétravail non autorisé,2024-05-28T23:46:53Z
Senior Software Engineer - Sales Marketing & Data (x/f/m),https://www.welcometothejungle.com/fr/companies/doctolib/jobs/senior-software-engineer-x-f-m_nantes_DOCTO_68eQ5Dp?q=63f725260f0b5664263b6c6b8862ee38&o=f95b79c9-4e70-4b1c-96a3-4851fc494b0c,Salaire : Non spécifié,Doctolib,"Application mobile, Logiciels, SaaS / Cloud Services, Santé",https://cdn-images.welcometothejungle.com/rGI3kJ414-wKPfHF2PhyB4cYUqfu2SxNgZTB5eKngks/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby8yNDQ1LzE0NDQ5Mi8yOTAzY2RiYi0zYjFlLTQzMWQtYTgyNS1jZGUyZDBkZTRiYjkucG5n,Nantes,CDI,Télétravail occasionnel,2024-05-22T02:04:04Z
Senior Data engineer (H/F),https://www.welcometothejungle.com/fr/companies/believe-digital/jobs/senior-data-engineer-h-f_paris_BELIE_o2Dm2wL?q=63f725260f0b5664263b6c6b8862ee38&o=d6c9e804-007c-4928-b82b-fb40559670b5,Salaire : Non spécifié,Believe,Musique,https://cdn-images.welcometothejungle.com/Zn4aEaSwfOUTTPfodvy4GxFLoTtqFQyvu7NiCzxKjJQ/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby85NjU5LzE1Mjg3Ny9iNGMwMWIzMS00YjhmLTRkMjYtOTIxNS0yNzhjMjc5NmZkZjEuanBn,Paris,CDI,Télétravail fréquent,2024-06-11T01:39:20Z
Consultant Senior - Data Gouvernance (F/H),https://www.welcometothejungle.com/fr/companies/square-management/jobs/consultant-senior-data-gouvernance-f-h_neuilly-sur-seine?q=63f725260f0b5664263b6c6b8862ee38&o=9ae531f7-1832-45d1-ad15-96493e20f138,Salaire : Non spécifié,Square Management,"Organisation / Management, Stratégie, Transformation",https://cdn-images.welcometothejungle.com/ha9K21pifMiIS4tbxp99K3E4hmrWi40RCf1ravygnDQ/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby82NTA2LzE2MzQwMi82YmIxMWEyOS04ZWYxLTQzNjAtODU4MS01OTgzZWFjN2Q1MzAuanBn,Neuilly-sur-Seine,CDI,Télétravail occasionnel,2024-07-02T13:22:00Z
Intermediate/Senior Data Engineer - Scientific Engine - CDI,https://www.welcometothejungle.com/fr/companies/descartesunderwriting/jobs/intermediate-senior-data-engineer-scientific-engine-cdi_paris?q=63f725260f0b5664263b6c6b8862ee38&o=aaa3253e-9604-4b58-adab-1a8a580d0497,Salaire : Non spécifié,Descartes Underwriting,"Intelligence artificielle / Machine Learning, Assurance, FinTech / InsurTech",https://cdn-images.welcometothejungle.com/tIQGA4dOspK-6ajzarVFqA-zAoo-xSAlk67XGNbsQkA/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby8yMTcwLzE2MzE1NC9iNjlhNzA2NS1jYmM2LTQ2ZDYtOGNmOC1kMGE5Mjc2NzFiMDMucG5n,Paris,CDI,Télétravail fréquent,2024-06-05T10:01:48Z
Senior Data Engineer (H/F/N) - Paris,https://www.welcometothejungle.com/fr/companies/ekimetrics/jobs/senior-data-engineer-h-f-n-paris_paris_EKIME_LbN3ab3?q=63f725260f0b5664263b6c6b8862ee38&o=bb096024-b10a-4a3d-9b5e-03cf1422bd46,Salaire : Non spécifié,Ekimetrics,"IT / Digital, Stratégie, Audit, Big Data",https://cdn-images.welcometothejungle.com/R-jQOrOGjsTLAwCSkn6Yjwf6hZVqD9g5X69n8siWAyo/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby80MTI0LzE0ODg4OS84ODZkNzBmMi03YTNjLTQ3M2YtYjFmMS03ODBjNTEzYjI5OGIucG5n,Paris,CDI,Télétravail fréquent,2024-05-16T00:58:43Z
Senior Data Engineer,https://www.welcometothejungle.com/fr/companies/predictice/jobs/senior_paris?q=63f725260f0b5664263b6c6b8862ee38&o=0da201a8-67ed-477f-bd76-4f1805f9ba66,Salaire : Non spécifié,Predictice,"Service juridique, Justice",https://cdn-images.welcometothejungle.com/Wr5wA1rs2ZwGoBgG_pB8DGuWVQC8GTPFD9TgoH_oqeA/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby81NTQwLzE1MjA1Mi9kMDYxZmIzNi03M2UzLTRhNzMtODBlMy1mNjdjMDNkM2YyMzAucG5n,Paris,CDI,Télétravail total,2024-06-06T13:16:20Z
Senior BW Data Engineer - SAP Analytics (f/m/d),https://www.welcometothejungle.com/fr/companies/decathlon-digital/jobs/senior-bw-data-engineer-sap-analytics-f-m-d_croix?q=63f725260f0b5664263b6c6b8862ee38&o=37802054-8ded-46c1-9078-3aab2a63117b,Salaire : Non spécifié,Decathlon Digital,"Application mobile, Logiciels, Cybersécurité, Sport, E-commerce, Grande distribution",https://cdn-images.welcometothejungle.com/c6x3vd7MdE-ZqfTX4zodKASEZy0OuIs9BGVEejCFpwI/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby85MzQ4LzE2MzQ2NS80NWIzYjE3OC03ZjAxLTRlMmEtOTRiYi1kMjM4NjQxYmQxZmIucG5n,Croix,CDI,Télétravail fréquent,2024-05-19T23:42:12Z
Senior Back-end Engineer — Data sensibilities H/F,https://www.welcometothejungle.com/fr/companies/fabriq/jobs/senior-back-end-engineer-data-sensibilities-h-f_paris?q=63f725260f0b5664263b6c6b8862ee38&o=57615b6c-7414-43de-8986-0cd2b2214b12,Salaire : Non spécifié,Fabriq,"Logiciels, SaaS / Cloud Services",https://cdn-images.welcometothejungle.com/lJBm2Q6PCv0lFAR4bLXsAvP2dBohTBfBLvVIzE-_pKY/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby84NzUyLzE1NzE2NC82YTE1Y2QwZC05Zjc2LTQ3NGEtOTY4NS1hYzY2NjZiNzVhOWIucG5n,Paris,CDI,Télétravail total,2024-06-18T14:20:13Z
Senior Data Engineer,https://www.welcometothejungle.com/fr/companies/yubo/jobs/senior-data-engineer_paris_YUBO_j0aJb0J?q=63f725260f0b5664263b6c6b8862ee38&o=a6a9f31d-c48b-4a63-9a9a-a045cc620634,Salaire : Non spécifié,Yubo,Application mobile,https://cdn-images.welcometothejungle.com/cUATvTvTP0sB6TFI9nOIQRe5n-N7Kssd2aXT5RrVqsk/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby8xNTk2LzE1Mjk2OC9lYjExYzYzZC1iOWRmLTQwNzQtOWMxNS1lYzMwYjlmNmZiNjEucG5n,Paris,CDI,Télétravail fréquent,2024-06-11T16:22:17Z
Senior Software Engineer - Sales Marketing & Data (x/f/m),https://www.welcometothejungle.com/fr/companies/doctolib/jobs/senior-software-engineer-x-f-m_nantes_DOCTO_WlkARbr?q=63f725260f0b5664263b6c6b8862ee38&o=cff91dce-f3f0-40a7-bd42-3564ac3ad648,Salaire : Non spécifié,Doctolib,"Application mobile, Logiciels, SaaS / Cloud Services, Santé",https://cdn-images.welcometothejungle.com/rGI3kJ414-wKPfHF2PhyB4cYUqfu2SxNgZTB5eKngks/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby8yNDQ1LzE0NDQ5Mi8yOTAzY2RiYi0zYjFlLTQzMWQtYTgyNS1jZGUyZDBkZTRiYjkucG5n,Nantes,CDI,Télétravail occasionnel,2024-06-02T01:52:27Z
Senior Data Engineer (F/H/X),https://www.welcometothejungle.com/fr/companies/epsilon/jobs/senior-data-engineer-f-h-x_paris?q=63f725260f0b5664263b6c6b8862ee38&o=af2da539-1710-43c4-8751-8bb57c5b8a8b,Salaire : Non spécifié,EPSILON France,"Digital Marketing / Data Marketing, Big Data, AdTech  / MarTech",https://cdn-images.welcometothejungle.com/i8tuMFPwFW3_enDFMp30iHMlBUfPZq6jU780wR8B1rs/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby80NjkxLzE2NTY1OS9mMjJhZTkyOC1jMzM1LTQ0NTMtYTJhMS0yOGNjMDgwMTY3ODQuanBn,Paris,CDI,Télétravail non autorisé,2024-05-29T00:03:09Z
Senior Software and Data Engineer,https://www.welcometothejungle.com/fr/companies/pelico/jobs/senior-software-and-data-engineer_paris_PELIC_Rk3xDOp?q=63f725260f0b5664263b6c6b8862ee38&o=377b5dd0-a34f-45c0-8781-4b1fc537fb3a,Salaire : Non spécifié,Pelico,Intelligence artificielle / Machine Learning,https://cdn-images.welcometothejungle.com/7z6DRteIg4WyXcgioetvt7rIAWbzFjLZjnDNdtECB90/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby81ODc5LzE1ODE5My9jMDA3NDMwMS0yNWYwLTRhZTktYTU2NC03MzIxZDkyMGZlMzYucG5n,Paris,CDI,Télétravail non autorisé,2024-06-11T08:53:45Z
Senior Data Engineer (F/M),https://www.welcometothejungle.com/fr/companies/acc-automotive-cells-company/jobs/senior-data-engineer-f-m_bruges_AACC_boqDRpm?q=63f725260f0b5664263b6c6b8862ee38&o=d5653bbc-38e4-4178-97b1-df95c38f601e,Salaire : Non spécifié,ACC - Automotive Cells Company,"Ingénieries Spécialisées, Energie, Automobile",https://cdn-images.welcometothejungle.com/hZMpdAGzjzA2FWfB9edeoles1JKgOfJwNoaDRV1HIj8/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby8wMTM3LzE2NzQ1Ni8xOWYzNmQwZC1kNGIzLTRhZTYtYjVhNS00YjhlNWM0ZTMyZTQucG5n,Bruges,CDI,Télétravail non autorisé,2024-05-28T14:00:26Z
Senior Data Engineer,https://www.welcometothejungle.com/fr/companies/preligens/jobs/senior-data-engineer_paris_PRELI_KxR850z?q=63f725260f0b5664263b6c6b8862ee38&o=e6604639-2b98-4c7d-84e6-9cf204bcb221,Salaire : Non spécifié,Preligens,"Intelligence artificielle / Machine Learning, Big Data",https://cdn-images.welcometothejungle.com/iCGCIDcOCJtSZgLcbNpjIPNw-J-_6vqB4_vBQcrZgaw/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby83OTczLzE1MTE4NS9mNDQwNjY0YS0wZjM0LTQ5NWYtOTkzYi04MjlhYTIyZmNhMGQucG5n,Paris,CDI,Télétravail fréquent,2024-05-14T01:35:16Z
Senior Data Engineer,https://www.welcometothejungle.com/fr/companies/inato/jobs/senior-data-engineer_paris?q=63f725260f0b5664263b6c6b8862ee38&o=92a04e2c-0750-4d2d-af67-f61c4e3eb10c,Salaire : 70K à 80K €,Inato,"Logiciels, Pharmaceutique / Biotechnologique, Santé",https://cdn-images.welcometothejungle.com/4pzY5MGpZ4g3o7uGpUG_LwLzRyOP-RI_PKE8NUp02K8/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby8xNDEzLzE1MDE1MS85MGZiN2I1YS0zZDhiLTRkZGItOTNiOS00YWQyM2Y5ZDA3YzEucG5n,Paris,CDI,Télétravail total,2024-06-11T00:08:16Z
Senior Data Software Engineer,https://www.welcometothejungle.com/fr/companies/weefin/jobs/senior-data-software-engineer_paris_WEEFI_NPLP7q1?q=63f725260f0b5664263b6c6b8862ee38&o=f7e79158-43a0-4780-9f81-76c8255cec38,Salaire : Non spécifié,WeeFin,"Stratégie, Transformation, FinTech / InsurTech",https://cdn-images.welcometothejungle.com/8B920vn8iWi9TW7nGCm3yQR0nRtatiW0G96i4LrQWoE/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby8wMDYyLzE1NDc0OC8yNDJiZmQyYy0wNWZiLTQ2MTctYjE2NC0yNTUwNWMzMzRkOWIucG5n,Paris,CDI,Télétravail total,2024-06-14T07:43:35Z
Senior Data Engineer M/F,https://www.welcometothejungle.com/fr/companies/splio/jobs/senior-data-engineer-m-f_paris_SPLIO_kylXXNZ?q=63f725260f0b5664263b6c6b8862ee38&o=fd2df1f7-599f-48c2-956e-179fcc38f3a0,Salaire : Non spécifié,Splio,"Digital Marketing / Data Marketing, IT / Digital, Marketing / Communication",https://cdn-images.welcometothejungle.com/w9isWY_B9IY4K5xekD_zU48L1c2-rtyRE8964VW8gLw/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby84NjI2LzE1MTU1Ny8zNWI2YmM2ZC1mNjlmLTQxMjAtYWU3My1kNDhiZDJjZjg5MTEucG5n,Paris,CDI,Télétravail fréquent,2024-06-03T09:39:50Z
Senior Software Engineer - Data Security & Privacy (x/f/m),https://www.welcometothejungle.com/fr/companies/doctolib/jobs/senior-software-engineer-data-security-privacy-x-f-m_paris?q=63f725260f0b5664263b6c6b8862ee38&o=86ed664f-3075-456f-b6d8-91ecdb5cb102,Salaire : Non spécifié,Doctolib,"Application mobile, Logiciels, SaaS / Cloud Services, Santé",https://cdn-images.welcometothejungle.com/rGI3kJ414-wKPfHF2PhyB4cYUqfu2SxNgZTB5eKngks/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby8yNDQ1LzE0NDQ5Mi8yOTAzY2RiYi0zYjFlLTQzMWQtYTgyNS1jZGUyZDBkZTRiYjkucG5n,Paris,CDI,Télétravail occasionnel,2024-06-16T01:34:55Z
Senior Data engineer (H/F),https://www.welcometothejungle.com/fr/companies/believe-digital/jobs/senior-data-engineer-h-f_paris_BELIE_rdeXa4Z?q=63f725260f0b5664263b6c6b8862ee38&o=d14c58c5-9ee9-4093-b4ce-fffff87bf48c,Salaire : Non spécifié,Believe,Musique,https://cdn-images.welcometothejungle.com/Zn4aEaSwfOUTTPfodvy4GxFLoTtqFQyvu7NiCzxKjJQ/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby85NjU5LzE1Mjg3Ny9iNGMwMWIzMS00YjhmLTRkMjYtOTIxNS0yNzhjMjc5NmZkZjEuanBn,Paris,CDI,Télétravail fréquent,2024-06-12T01:35:57Z
Senior Data Engineer,https://www.welcometothejungle.com/fr/companies/ogury/jobs/senior-data-engineer_paris?q=63f725260f0b5664263b6c6b8862ee38&o=83439e84-81f6-410a-9448-68b7e50fdee5,Salaire : Non spécifié,Ogury,"Marketing / Communication, Publicité, AdTech  / MarTech",https://cdn-images.welcometothejungle.com/nbdN8lKtNwTCmr9tGp8Ob2th8zXadh4emoHZg622-aM/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby8yODEzLzE1OTIzMS9lNjNkZWU4YS0zNjg3LTQ3OWMtYjAxNS05YmUyOTY1ZGFjNjEucG5n,Paris,CDI,Télétravail fréquent,2024-05-22T00:38:36Z
Senior Data Engineer | LLM/Python,https://www.welcometothejungle.com/fr/companies/jus-mundi/jobs/senior-data-engineer-llm-python_paris?q=63f725260f0b5664263b6c6b8862ee38&o=056f2869-104d-436d-af69-cf974cc56c2a,Salaire : Non spécifié,Jus Mundi,"Intelligence artificielle / Machine Learning, Service juridique, Justice",https://cdn-images.welcometothejungle.com/ThRTio7npAfhVWN6kKAB3gZO_5V2-4Re4EiYqpjqS2A/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby80MzQxLzE1NzIzNC9iNjdhNzNmNC00YWNlLTQ3YTktOWEzZi1hZTFlZDllZDBiZGMucG5n,Paris,CDI,Télétravail fréquent,2024-06-18T08:50:31Z
Senior Data Engineer (H/F),https://www.welcometothejungle.com/fr/companies/relevan/jobs/head-of-data-engineering-lead-data-engineer_paris?q=63f725260f0b5664263b6c6b8862ee38&o=f4685cd6-af24-4e79-a744-f006883d0af4,Salaire : 60K à 70K €,relevanC,"SaaS / Cloud Services, Digital, AdTech  / MarTech",https://cdn-images.welcometothejungle.com/oTEGiKK8IPH7XPkiWnTFkn94FoXQa_AGRXlQWZLTQbI/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby84NzI2LzE1NTkxMS9hYTNmMGQ0ZC1lY2RiLTRjYTktOTkxMi02MjFjMDllY2NlNjAucG5n,Paris,CDI,Télétravail fréquent,2024-06-05T15:01:53Z
Senior AWS Machine Learning Engineer (F/H/X),https://www.welcometothejungle.com/fr/companies/reply-france/jobs/aws-machine-learning-engineer-f-h-x_paris?q=b05a07b77549f6ba30e4434cb68db4dc&o=4cea9e3f-1eab-45d1-8eb1-2accfa252e89,Salaire : Non spécifié,Reply,"SaaS / Cloud Services, Objets connectés, Big Data",https://cdn-images.welcometothejungle.com/a7Bsi6nd07qdJs5MqCqoT5m-GWoVAM6SYuqqne2aK-8/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby84NjM1LzE2NjQ1NC8xZTNjMTllMC05MTZmLTQ0NTgtODhlNi0wZWYyNWVhNzcyYTEuanBn,Paris,CDI,Télétravail fréquent,2024-07-05T09:57:07Z
Senior Machine Learning Engineer - Demand & Assortment Planning (Supply Chain) (f/m/d) ,https://www.welcometothejungle.com/fr/companies/decathlon-digital/jobs/senior-machine-learning-engineer-demand-assortment-planning-supply-chain-f-m-d_croix?q=b05a07b77549f6ba30e4434cb68db4dc&o=fab68b3f-1ea4-48df-bf17-808e33b8dea5,Salaire : Non spécifié,Decathlon Digital,"Application mobile, Logiciels, Cybersécurité, Sport, E-commerce, Grande distribution",https://cdn-images.welcometothejungle.com/c6x3vd7MdE-ZqfTX4zodKASEZy0OuIs9BGVEejCFpwI/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby85MzQ4LzE2MzQ2NS80NWIzYjE3OC03ZjAxLTRlMmEtOTRiYi1kMjM4NjQxYmQxZmIucG5n,Croix,CDI,Télétravail fréquent,2024-05-11T22:22:59Z
Senior BI Engineer - Expert Tableau Sports & Products,https://www.welcometothejungle.com/fr/companies/decathlon-digital/jobs/senior-bi-engineer-sports-products_paris?q=b05a07b77549f6ba30e4434cb68db4dc&o=958c25b7-3576-48ac-95f2-720a4a0c3d78,Salaire : Non spécifié,Decathlon Digital,"Application mobile, Logiciels, Cybersécurité, Sport, E-commerce, Grande distribution",https://cdn-images.welcometothejungle.com/c6x3vd7MdE-ZqfTX4zodKASEZy0OuIs9BGVEejCFpwI/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby85MzQ4LzE2MzQ2NS80NWIzYjE3OC03ZjAxLTRlMmEtOTRiYi1kMjM4NjQxYmQxZmIucG5n,Paris,CDI,Télétravail fréquent,2024-06-02T00:04:39Z
Senior/Lead Analytics Engineer,https://www.welcometothejungle.com/fr/companies/arkhn/jobs/senior-lead-analytics-engineer_paris?q=b05a07b77549f6ba30e4434cb68db4dc&o=2d51053b-9476-4ef9-a25b-55a6f3386410,Salaire : Non spécifié,Arkhn,"Intelligence artificielle / Machine Learning, Big Data, Santé",https://cdn-images.welcometothejungle.com/Psk3EOl2mqyYVUN7SiEn-xXgjixKTsDRmFtg4CEECSc/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby8yMjYyLzE2MTE5NS9mNjgzMGI5Yy1mNTI2LTRlMTgtOWQ5Ny1jNjA1YzI5YWRjNjYucG5n,Paris,CDI,Télétravail fréquent,2024-05-14T07:04:43Z
Développeur senior Infrastructure As Code et Kubernetes,https://www.welcometothejungle.com/fr/companies/health-data-hub/jobs/senior-devops-engineer-azure-engineer-h-f-dev-infra-spe_paris?q=b05a07b77549f6ba30e4434cb68db4dc&o=3db4b987-6ab8-45cb-91da-cf5b8cc257d3,Salaire : Non spécifié,Health Data Hub,"Intelligence artificielle / Machine Learning, Santé",https://cdn-images.welcometothejungle.com/qFtEXx6wkXMAIrqRGedrBoSyQqgh-1790JIDFrhBxsI/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby84NDgyLzE1ODI1NC9iYzNiZGVkNy1lYTdmLTQwNmQtYTJjNC0yMzVmMDEzMmI2NGQucG5n,Paris,CDI,Télétravail fréquent,2024-06-17T10:05:27Z
