job_title,job_url,salary,company_name,company_sector,company_logo_url,location,contract_type,remote,publication_date
Data Science Consultant Intern,https://www.welcometothejungle.com/fr/companies/fifty-five/jobs/data-science-consultant-intern_paris?q=10fade5be3923606d607eb9427c73ed0&o=24a43c8d-47b3-4905-86fa-cc688576a9b1,Salaire : Non spécifié,fifty-five,Digital Marketing / Data Marketing,https://cdn-images.welcometothejungle.com/Oh26bfHu-5j05TEqjHVGeA8oq7AwduyvCVQxKKn1iY4/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby84NzU3LzE1MDA0Ny9jZmQxZDgwMS01NjJlLTRkNTItOGU3NS03MWVjMmZhY2E1M2MuanBn,Paris,Stage(6 mois),Télétravail fréquent,2024-06-25T08:09:42Z
Senior AI Expert - (M/F),https://www.welcometothejungle.com/fr/companies/axa/jobs/senior-ai-m-f_puteaux?q=10fade5be3923606d607eb9427c73ed0&o=8ce3c0c2-c357-4a3d-a6f0-10f55cc58f91,Salaire : Non spécifié,AXA,"Banque, Assurance, FinTech / InsurTech",https://cdn-images.welcometothejungle.com/SdenYpKmUq7ge3oLqz3UpSZL4xS-bsJwXJunmHh6xJ4/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby81OTQ0LzE0Nzk3Mi9jZGE4N2ZhYi1iYTNmLTRjNDgtOWI3ZS1mNjdlNzY5ZTMxZjcucG5n,Puteaux,CDI,Télétravail fréquent,2024-06-15T00:58:42Z
Life & Health Senior Actuary - (M/F),https://www.welcometothejungle.com/fr/companies/axa/jobs/life-health-senior-actuary-m-f_puteaux_AXA_GVqjzrq?q=10fade5be3923606d607eb9427c73ed0&o=a9b88260-0f73-4beb-8ee1-9dac9dedcb17,Salaire : Non spécifié,AXA,"Banque, Assurance, FinTech / InsurTech",https://cdn-images.welcometothejungle.com/SdenYpKmUq7ge3oLqz3UpSZL4xS-bsJwXJunmHh6xJ4/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby81OTQ0LzE0Nzk3Mi9jZGE4N2ZhYi1iYTNmLTRjNDgtOWI3ZS1mNjdlNzY5ZTMxZjcucG5n,Puteaux,CDI,Télétravail fréquent,2024-06-11T00:36:26Z
Senior DevOps Manager – Platform team (All Genders),https://www.welcometothejungle.com/fr/companies/dailymotion/jobs/senior-devops-manager-platform-team-all-genders_paris_DAILY_VpRJGJ?q=10fade5be3923606d607eb9427c73ed0&o=52200deb-6d71-468e-ad56-fb6bcdf167c3,Salaire : Non spécifié,Dailymotion,"Big Data, Média, Publicité",https://cdn-images.welcometothejungle.com/JkuTRQ3YqtO-yuNrxfpfARPo-fojAAnIAHVv6753Y_U/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby85MDA2LzE1NTAwNi85MmQ1MDBjMy1mYWE0LTRlMDQtYWU0MC0yOGRjYmM2MzNhNTAucG5n,Paris,CDI,Télétravail non autorisé,2024-06-29T00:56:17Z
Consultant Data Engineer à Lille - F/H/N,https://www.welcometothejungle.com/fr/companies/octo-technology/jobs/consultant-data-engineer-a-lille-f-h-n_lille?q=10fade5be3923606d607eb9427c73ed0&o=1eef9e26-57f6-4e0e-bc8a-6e8128d9f077,Salaire : Non spécifié,OCTO Technology,"IT / Digital, Organisation / Management, Transformation",https://cdn-images.welcometothejungle.com/AKH-aTqJTh1J0zbuacrt6OmKTDcOQiW8RQpHMkOF-ho/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby83ODg2LzE0NTg4My80NmU5ZWZhNy01NDZhLTQ5YTAtODJlOC0wNDhkYzAwZjU5ODUucG5n,Lille,CDI,Télétravail non autorisé,2024-06-12T23:20:28Z
Data Analyst Confirmé(e) / Senior [CDI],https://www.welcometothejungle.com/fr/companies/medicalib/jobs/data-analyst-confirme-cdi_paris?q=10fade5be3923606d607eb9427c73ed0&o=2cee260f-59c1-40f1-b961-0a2786ba24db,Salaire : Non spécifié,Medicalib,Santé,https://cdn-images.welcometothejungle.com/S8LVer7aLAOyzDyphebMLrf7EawLOfeIubzVB2-Xnfk/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby82NTc1LzE1NzEwNC80M2FiZjFiZi1jMGZmLTRjZDgtOWY2NC0yMjYyYzJhOTVlMDgucG5n,Paris,CDI,Télétravail fréquent,2024-06-25T16:34:19Z
Senior Full-stack Engineer,https://www.welcometothejungle.com/fr/companies/foxintelligence/jobs/senior-software-engineer_paris?q=10fade5be3923606d607eb9427c73ed0&o=e0ff36ff-ede4-4495-ae65-e17e8503c33d,Salaire : Non spécifié,Foxintelligence,"Stratégie, SaaS / Cloud Services, Big Data",https://cdn-images.welcometothejungle.com/kshO5ktl0X0wIvTPBJDTNFLRCKFDHi2Fo7cp1MaQGHA/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby85Njg5LzE1NDQ3OS84NjExZTgzMi1lYmIxLTRjNjMtYTE1YS1mYWJjMzE3MGU5YTQucG5n,Paris,CDI,Télétravail total,2024-06-24T06:48:30Z
Senior/Staff Platform Engineer - Aix en Provence,https://www.welcometothejungle.com/fr/companies/gojob/jobs/senior-staff-platform-engineer-aix-en-provence_aix-en-provence?q=10fade5be3923606d607eb9427c73ed0&o=3211e7fc-f77e-4a6a-a787-62fe575cdf53,Salaire : Non spécifié,Gojob,Recrutement,https://cdn-images.welcometothejungle.com/fQ8pHUFkxQBixktXWcrELxT3zK5l1Jnju3ZiGOYCn0E/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby8xNTIwLzE1MDU4My8zYjQyMWY2YS0zMzNiLTQ3NDMtODI3NC04MzVmNzBjMWRlNDIucG5n,Aix-en-Provence,CDI,Télétravail fréquent,2024-06-17T14:07:51Z
Senior Software Engineer H/F,https://www.welcometothejungle.com/fr/companies/qantev/jobs/tech-lead-software-engineer_paris?q=10fade5be3923606d607eb9427c73ed0&o=409ab921-27b2-4323-8e0c-4a93bba02d7d,Salaire : Non spécifié,Qantev,"Intelligence artificielle / Machine Learning, FinTech / InsurTech, SaaS / Cloud Services",https://cdn-images.welcometothejungle.com/MFAliDLmDYjGS0BTIQCmjtBLQcOm9ybcw0j0c7sImIo/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby81NjU0LzE1NzQwOC85MTljMTY0Zi0yYjIyLTQ2ZGQtOWVjMi0xMGQ3YmE3YWNlNWIucG5n,Paris,CDI,Télétravail fréquent,2024-05-30T13:44:59Z
Senior software iOS engineer,https://www.welcometothejungle.com/fr/companies/yubo/jobs/senior-software-ios-engineer_paris_YUBO_8DyjKaL?q=10fade5be3923606d607eb9427c73ed0&o=62b72602-516a-4ad6-ad35-4149c4b6668c,Salaire : Non spécifié,Yubo,Application mobile,https://cdn-images.welcometothejungle.com/cUATvTvTP0sB6TFI9nOIQRe5n-N7Kssd2aXT5RrVqsk/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby8xNTk2LzE1Mjk2OC9lYjExYzYzZC1iOWRmLTQwNzQtOWMxNS1lYzMwYjlmNmZiNjEucG5n,Paris,CDI,Télétravail fréquent,2024-06-25T15:30:22Z
"Senior Software Engineer (backend, Django)",https://www.welcometothejungle.com/fr/companies/gitguardian/jobs/backend-developer_paris?q=10fade5be3923606d607eb9427c73ed0&o=0dc1dd6b-bd71-4f6e-b72e-4ebd3c15f774,Salaire : Non spécifié,GitGuardian,"IT / Digital, SaaS / Cloud Services, Cybersécurité",https://cdn-images.welcometothejungle.com/A-iWtqOLBYhf4bkS5RDabp1Wjtx6X9pT631sXOgwUf0/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby8wMTI3LzE1MzI3MC84OWNkNjI1Yy04NDA2LTQ1YzEtYmY1Yy1mZjY1YmM5Nzg2ZjkuanBn,Paris,CDI,Télétravail total,2024-05-28T12:50:31Z
Senior Manager Quality Engineer F/H,https://www.welcometothejungle.com/fr/companies/publicis-france-1/jobs/senior-manager-quality-engineer-f-h_paris_PF_MaXeedN?q=10fade5be3923606d607eb9427c73ed0&o=2740677d-3903-4a19-8cd9-3f47e667da8d,Salaire : Non spécifié,Publicis France,"Marketing / Communication, Publicité, Digital, Relations publiques, AdTech  / MarTech, Evénementiel, Design",https://cdn-images.welcometothejungle.com/vRb_AI9u06mkYOo3Psj6JDFip0cRymrFdVcCcU0o0U4/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby85MDgwLzE2NzAyNC82YjBkZDYzYy04MGNkLTQ4MTQtODdmNC05NTM1NjY0OTU4NTAucG5n,Paris,CDI,Télétravail non autorisé,2024-06-20T23:46:22Z
Consultant Data Engineer - F/H/N,https://www.welcometothejungle.com/fr/companies/octo-technology/jobs/consultant-data-engineer-f-h-n_lille?q=10fade5be3923606d607eb9427c73ed0&o=25ede8ad-924f-4981-8782-fb2de8a21022,Salaire : Non spécifié,OCTO Technology,"IT / Digital, Organisation / Management, Transformation",https://cdn-images.welcometothejungle.com/AKH-aTqJTh1J0zbuacrt6OmKTDcOQiW8RQpHMkOF-ho/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby83ODg2LzE0NTg4My80NmU5ZWZhNy01NDZhLTQ5YTAtODJlOC0wNDhkYzAwZjU5ODUucG5n,Lille,CDI,Télétravail non autorisé,2024-06-04T23:19:52Z
Senior Data Architecte R&D - F/H/NB,https://www.welcometothejungle.com/fr/companies/biomerieux/jobs/senior-data-architecte-r-d-f-h-nb_la-balme-les-grottes?q=10fade5be3923606d607eb9427c73ed0&o=e6f87ece-4234-4623-b21d-d14b5035c305,Salaire : Non spécifié,bioMérieux,Pharmaceutique / Biotechnologique,https://cdn-images.welcometothejungle.com/gW_ZOULv82FWW4Yk3J2T2i0e1ln3Nap7oCdi-Swm2ic/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby8yODA1LzE1OTE4MC9mMmI0OWMyMC1kODVkLTQ4NmYtYmRhZi05NmFlMWQyZDZjNDUucG5n,La Balme-les-Grottes,CDI,Télétravail occasionnel,2024-06-14T16:20:07Z
Data Engineering Manager H/F,https://www.welcometothejungle.com/fr/companies/invivo-digital-factory/jobs/data-engineering-manager-h-f_courbevoie?q=10fade5be3923606d607eb9427c73ed0&o=65fa89e1-7922-42aa-9662-5b1995fbcf94,Salaire : Non spécifié,InVivo Digital Factory,"IT / Digital, E-commerce",https://cdn-images.welcometothejungle.com/W5ARYTIsMj_RsNP5lTPQHMCt86n78gUSc63Zj9S5cOI/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby81OTE4LzE1NjQ1Ny82NDBmMjE3OC1hNmYwLTRkYTMtODNmMi1hMWViNzEzYTI5ZGMucG5n,Courbevoie,CDI,Télétravail fréquent,2024-05-23T10:49:25Z
Senior Manager Quality Engineer F/H,https://www.welcometothejungle.com/fr/companies/publicis-sapient/jobs/senior-manager-quality-engineer-f-h_paris_PS_q0j6exN?q=10fade5be3923606d607eb9427c73ed0&o=a04d671e-1718-43f6-be10-71240721cfbb,Salaire : Non spécifié,Publicis Sapient,IT / Digital,https://cdn-images.welcometothejungle.com/X_SyrijRN_jWal88xuLoC5E1k79g27-SJYFvGKGS7DQ/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby83ODA2LzE2MzExMC81OGJkM2MxMC03MTljLTQ1NGQtOTFhZS0xN2VhODg1OTRjYTIucG5n,Paris,CDI,Télétravail non autorisé,2024-06-20T23:21:40Z
Experte / Expert Infrastructure Senior - Aix-en-Provence,https://www.welcometothejungle.com/fr/companies/capgemini/jobs/experte-expert-infrastructure-senior-aix-en-provence_lyon_CAPGE_b88bzON?q=10fade5be3923606d607eb9427c73ed0&o=e9a15006-c8af-44ee-bc99-bfa790c333e5,Salaire : Non spécifié,Capgemini,"IT / Digital, Organisation / Management, Stratégie, Transformation",https://cdn-images.welcometothejungle.com/Bl8YhKGqcMqUgZ_DoS0bnjS76wyFf0fMUOBuccQMbPc/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby81NTEwLzE0OTQzMy83NzAwYTA1NC1kMmUxLTRkZTYtYTE5NC05OTkxZmY3OTYxNzcuanBn,Lyon,CDI,Télétravail non autorisé,2024-07-03T08:20:19Z
Senior iOS Engineer (Sophia-Antipolis),https://www.welcometothejungle.com/fr/companies/ricardo-france/jobs/senior-ios-engineer-sophia-antipolis_valbonne?q=10fade5be3923606d607eb9427c73ed0&o=f091fb6d-b264-44f4-9b7d-64b267b15ac0,Salaire : Non spécifié,SMG swiss marketplace group (ex Ricardo),"IT / Digital, Économie collaborative, E-commerce, Digital",https://cdn-images.welcometothejungle.com/j_F_e_Z_fqcjkNHhqr4oSGah5iEnLxW1aqiu-VUIsU4/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby84NDc0LzE1NjE0MC83YmZmNjVhNi0wYzFkLTQyZGEtOWM1NC1iNTRiYjlmMjgzMGYucG5n,Valbonne,CDI,Télétravail non autorisé,2024-07-02T01:00:09Z
Senior Software Engineer,https://www.welcometothejungle.com/fr/companies/sonio/jobs/senior-software-engineer_paris?q=10fade5be3923606d607eb9427c73ed0&o=f7d9b988-6b11-4c76-8eb9-d9650c78749c,Salaire : Non spécifié,Sonio,"Intelligence artificielle / Machine Learning, SaaS / Cloud Services, Santé",https://cdn-images.welcometothejungle.com/5yryXHgRdNd3cPTDfKLGW6VZZ7zyQc7SIZl5wNuWvas/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby81NDYxLzE2MDYzNy81OTg4OTUzNC00MzFlLTRhNWUtYWZkMC03MzdkNjMyZGJhNTcucG5n,Paris,CDI,Télétravail non autorisé,2024-05-19T22:01:59Z
Développeur Senior IA Générative Cloud Aws Rennes ou Paris H/F,https://www.welcometothejungle.com/fr/companies/veonum-human-first/jobs/developpeur-senior-ia-generative-cloud-aws-rennes-ou-paris-h-f_rennes?q=10fade5be3923606d607eb9427c73ed0&o=a5346135-51d4-4dbe-b845-a0b1b7a3761d,Salaire : 39K à 55K €,VeoNum,"Logiciels, Intelligence artificielle / Machine Learning, IT / Digital",https://cdn-images.welcometothejungle.com/kkRVsKsnsWSZDyi0MMYZiv1YbM78SpUf7EXiFCcOQkA/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby81OTA2LzE2OTY5My81M2MzMjBiMC0xYWIzLTRkMmMtYjJhMS1hMjM0MDU2YzMzM2UuanBn,Rennes,CDI,Télétravail fréquent,2024-05-21T14:33:38Z
Senior software Engineer Fullstack/Back,https://www.welcometothejungle.com/fr/companies/metroscope/jobs/senior-software-engineer-fullstack-back_paris?q=10fade5be3923606d607eb9427c73ed0&o=cbdabd30-697b-41de-a942-e6d5ed2dfc42,Salaire : Non spécifié,Metroscope,"Logiciels, Intelligence artificielle / Machine Learning, Energie",https://cdn-images.welcometothejungle.com/yX6ndEhEkcmjc8WugnMb7c7WL-o2mu_c1UfAQ3B3X34/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby84MjEyLzE1ODIxMC80YmIxNWYwMy1mZDc3LTQwNWEtYjk0Zi0yZmQwMGQ1ZjU2MzIucG5n,Paris,CDI,Télétravail fréquent,2024-06-24T15:29:00Z
Consultant Data Geek Confirmé / Senior à Toulouse - F/H/N,https://www.welcometothejungle.com/fr/companies/octo-technology/jobs/consultant-data-geek-confirme-senior-a-toulouse-f-h-n_toulouse?q=10fade5be3923606d607eb9427c73ed0&o=7cd62551-8bc0-4fe6-814f-297dce4bcb4c,Salaire : Non spécifié,OCTO Technology,"IT / Digital, Organisation / Management, Transformation",https://cdn-images.welcometothejungle.com/AKH-aTqJTh1J0zbuacrt6OmKTDcOQiW8RQpHMkOF-ho/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby83ODg2LzE0NTg4My80NmU5ZWZhNy01NDZhLTQ5YTAtODJlOC0wNDhkYzAwZjU5ODUucG5n,Toulouse,CDI,Télétravail non autorisé,2024-06-12T23:20:27Z
Cybersecurity senior consultant,https://www.welcometothejungle.com/fr/companies/five-nines/jobs/cybersecurity-senior-consultant?q=10fade5be3923606d607eb9427c73ed0&o=b764cff7-afdd-4dae-bb5d-7d5ea86e12c6,Salaire : Non spécifié,FIVE NINES,"IT / Digital, SaaS / Cloud Services, Cybersécurité",https://cdn-images.welcometothejungle.com/KuukT8Q_8DazBR2chPFVTXYnVhYGWUe9b6yInRT0t5g/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby8yNDk3LzE2ODMxOS8yYTkyNjMzYy03OGRkLTQzZGUtOGVhMS0yYjlmN2ZjZmMzNzkuanBn,"Paris, , Casablanca",CDI,Télétravail occasionnel,2024-05-24T11:23:26Z
Consultant Senior Analytics Engineering H/F - CDI,https://www.welcometothejungle.com/fr/companies/converteo/jobs/consultant-senior-analytics-engineering-h-f-cdi_paris_CONVE_r882gzr?q=10fade5be3923606d607eb9427c73ed0&o=37ad90c9-6562-4af0-9ddd-143f232808dc,Salaire : Non spécifié,Converteo,"Digital Marketing / Data Marketing, IT / Digital, Stratégie",https://cdn-images.welcometothejungle.com/emzrin2C6rXqqdyKIlLwZ_6-N4JX19GvEm0aJcIIUTo/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby85NjE4LzE0NDg4Ny80N2YxYmI5Zi1jZGMwLTQ0OTMtYjUxZS05NGM5OTIxZTQ2OTAucG5n,Paris,CDI,Télétravail occasionnel,2024-05-27T06:27:53Z
Chemical Product Engineering (F/M),https://www.welcometothejungle.com/fr/companies/acc-automotive-cells-company/jobs/chemical-product-engineering-f-m_bruges_AACC_9AzMbzk?q=ecd11f0ca67b458da44e8f2f67e4a4e5&o=9251373c-79ae-41aa-a2b3-0d7bb93fe1ed,Salaire : Non spécifié,ACC - Automotive Cells Company,"Ingénieries Spécialisées, Energie, Automobile",https://cdn-images.welcometothejungle.com/hZMpdAGzjzA2FWfB9edeoles1JKgOfJwNoaDRV1HIj8/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby8wMTM3LzE2NzQ1Ni8xOWYzNmQwZC1kNGIzLTRhZTYtYjVhNS00YjhlNWM0ZTMyZTQucG5n,Bruges,CDI,Télétravail fréquent,2024-07-02T14:00:11Z
Senior Product Manager Advertising (H/F/X),https://www.welcometothejungle.com/fr/companies/aviv-group/jobs/senior-product-manager-advertising-h-f-x_paris?q=ecd11f0ca67b458da44e8f2f67e4a4e5&o=7b60b8ea-d076-4d6f-a014-dd2df96a8308,Salaire : Non spécifié,AVIV Group,"Immobilier commercial, Immobilier particulier",https://cdn-images.welcometothejungle.com/pJHSGoNA0XW6xzIdOYZK1_WgAveni9qUcA3zu2FbDnk/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby8yMDU2LzE2NjE3MC8xMDllNDBmNy00YzkzLTQ0YjgtYTE2Yi00ZTJkZmQ3NDUxMDkuanBn,Paris,CDI,Télétravail non autorisé,2024-07-03T23:47:57Z
IT Senior Auditor ,https://www.welcometothejungle.com/fr/companies/axa/jobs/it-senior-auditor_paris?q=ecd11f0ca67b458da44e8f2f67e4a4e5&o=bb14ea12-357f-408a-91c8-ab480315fed4,Salaire : Non spécifié,AXA,"Banque, Assurance, FinTech / InsurTech",https://cdn-images.welcometothejungle.com/SdenYpKmUq7ge3oLqz3UpSZL4xS-bsJwXJunmHh6xJ4/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby81OTQ0LzE0Nzk3Mi9jZGE4N2ZhYi1iYTNmLTRjNDgtOWI3ZS1mNjdlNzY5ZTMxZjcucG5n,Paris,CDI,Télétravail fréquent,2024-06-07T00:35:38Z
Lead developer – Senior full stack & blockchain Developer H/F,https://www.welcometothejungle.com/fr/companies/oss-ventures/jobs/lead-developer-senior-full-stack-amp-blockchain-developer_paris?q=ecd11f0ca67b458da44e8f2f67e4a4e5&o=5163d3b1-2aed-4ced-80ac-0da2e85e0987,Salaire : 75K à 120K €,OSS Ventures,SaaS / Cloud Services,https://cdn-images.welcometothejungle.com/QzkjOR6jq3h9pH0Puu04ydKAX62scHnkH-2sT0oGmMI/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby85MzM3LzE1OTYxOC9mMjlkM2Y4NC0xYmRjLTRjMWItYmQ3NS00NmFhZDNlY2VhM2MucG5n,Paris,CDI,Télétravail fréquent,2024-06-27T14:35:03Z
Capacity & MPS leader (F/M),https://www.welcometothejungle.com/fr/companies/acc-automotive-cells-company/jobs/capacity-mps-leader-f-m_bruges?q=ecd11f0ca67b458da44e8f2f67e4a4e5&o=59cb49cf-5921-41af-9f35-7ab77dc1f416,Salaire : Non spécifié,ACC - Automotive Cells Company,"Ingénieries Spécialisées, Energie, Automobile",https://cdn-images.welcometothejungle.com/hZMpdAGzjzA2FWfB9edeoles1JKgOfJwNoaDRV1HIj8/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby8wMTM3LzE2NzQ1Ni8xOWYzNmQwZC1kNGIzLTRhZTYtYjVhNS00YjhlNWM0ZTMyZTQucG5n,Bruges,CDI,Télétravail non autorisé,2024-05-24T15:00:12Z
Lead tech security engineer,https://www.welcometothejungle.com/fr/companies/yubo/jobs/lead-tech-security-engineer_paris?q=ecd11f0ca67b458da44e8f2f67e4a4e5&o=f188b431-f8d2-4ebb-9ac0-3bfe2f580f2d,Salaire : Non spécifié,Yubo,Application mobile,https://cdn-images.welcometothejungle.com/cUATvTvTP0sB6TFI9nOIQRe5n-N7Kssd2aXT5RrVqsk/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby8xNTk2LzE1Mjk2OC9lYjExYzYzZC1iOWRmLTQwNzQtOWMxNS1lYzMwYjlmNmZiNjEucG5n,Paris,CDI,Télétravail fréquent,2024-06-28T08:30:54Z
Evaneos | Engineering Manager ,https://www.welcometothejungle.com/fr/companies/evaneos/jobs/engineering-manager-data-and-ia-platforms_paris?q=ecd11f0ca67b458da44e8f2f67e4a4e5&o=3dadaaf8-53df-429d-816f-6d99bb1561fe,Salaire : 60K à 70K €,Evaneos,"Tourisme, SocialTech / GreenTech",https://cdn-images.welcometothejungle.com/VCsT-0HZKKAZ43Xn1IGTD0lW4cvh9lGJIGOfYfEQ1Rs/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby84ODM0LzE0NzU3NS9hMGRlNmEzYS0wNDU2LTRmNzUtOWNiYS0xOTU0ZDVkNTRkNmUucG5n,Paris,CDI,Télétravail fréquent,2024-07-05T09:27:34Z
Senior Product Manager Advertising (H/F/X),https://www.welcometothejungle.com/fr/companies/groupe-seloger-meilleurs-agents/jobs/senior-product-manager-advertising-h-f-x_paris?q=ecd11f0ca67b458da44e8f2f67e4a4e5&o=d223a9bf-f9b4-44af-8d76-245b0bd85e6f,Salaire : Non spécifié,SeLoger & Meilleurs Agents,"Application mobile, IT / Digital, Média, Immobilier particulier",https://cdn-images.welcometothejungle.com/YHuPEbvC468zUj899O674mPL8ZvloeAejDj6FiKBVRg/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby84MjE4LzE0ODE1NS84ODRmYTM5ZC1hOTRiLTRjMDktYmEyYi1kNmFhYjY1ODhiYTIucG5n,Paris,CDI,Télétravail non autorisé,2024-07-03T23:40:50Z
Senior Product Builder - Aix en Provence,https://www.welcometothejungle.com/fr/companies/gojob/jobs/senior-product-builder-aix-en-provence_aix-en-provence?q=ecd11f0ca67b458da44e8f2f67e4a4e5&o=8d79c4d2-102e-4b75-b247-9ac79362b926,Salaire : Non spécifié,Gojob,Recrutement,https://cdn-images.welcometothejungle.com/fQ8pHUFkxQBixktXWcrELxT3zK5l1Jnju3ZiGOYCn0E/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby8xNTIwLzE1MDU4My8zYjQyMWY2YS0zMzNiLTQ3NDMtODI3NC04MzVmNzBjMWRlNDIucG5n,Aix-en-Provence,CDI,Télétravail fréquent,2024-05-28T12:25:56Z
